Source,CH1
Second,Volt
 0.00204200016,0.12200
 0.00204240016,0.12000
 0.00204280016,0.11800
 0.00204320016,0.12000
 0.00204360016,0.11800
 0.00204400016,0.11600
 0.00204440016,0.11600
 0.00204480016,0.11800
 0.00204520016,0.11800
 0.00204560016,0.11800
 0.00204600016,0.11800
 0.00204640016,0.11800
 0.00204680016,0.11600
 0.00204720016,0.11800
 0.00204760016,0.11800
 0.00204800016,0.11600
 0.00204840016,0.11600
 0.00204880016,0.11600
 0.00204920031,0.11800
 0.00204960031,0.11600
 0.00205000031,0.11800
 0.00205040031,0.11800
 0.00205080031,0.11800
 0.00205120031,0.11600
 0.00205160031,0.12000
 0.00205200031,0.12000
 0.00205240031,0.11800
 0.00205280031,0.11800
 0.00205320031,0.12000
 0.00205360031,0.11800
 0.00205400031,0.12000
 0.00205440031,0.12000
 0.00205480031,0.12000
 0.00205520031,0.12000
 0.00205560031,0.12000
 0.00205600031,0.12000
 0.00205640031,0.11800
 0.00205680031,0.11600
 0.00205720031,0.11600
 0.00205760031,0.11400
 0.00205800031,0.11600
 0.00205840031,0.11400
 0.00205880031,0.11400
 0.00205920031,0.11400
 0.00205960031,0.11400
 0.00206000016,0.11600
 0.00206040016,0.11600
 0.00206080016,0.11600
 0.00206120016,0.11800
 0.00206160016,0.11600
 0.00206200016,0.11800
 0.00206240016,0.11800
 0.00206280016,0.11600
 0.00206320016,0.11600
 0.00206360016,0.11600
 0.00206400016,0.11600
 0.00206440016,0.11800
 0.00206480016,0.11600
 0.00206520016,0.11800
 0.00206560016,0.11800
 0.00206600016,0.11800
 0.00206640016,0.11800
 0.00206680016,0.11800
 0.00206720016,0.11800
 0.00206760016,0.11800
 0.00206800016,0.11600
 0.00206840016,0.11600
 0.00206880016,0.11800
 0.00206920016,0.11800
 0.00206960016,0.11800
 0.00207000016,0.11800
 0.00207040016,0.11800
 0.00207080016,0.11400
 0.00207120016,0.11600
 0.00207160016,0.11600
 0.00207200016,0.11400
 0.00207240016,0.11400
 0.00207280016,0.11400
 0.00207320016,0.11600
 0.00207360016,0.11600
 0.00207400016,0.11800
 0.00207440016,0.11800
 0.00207480016,0.11600
 0.00207520016,0.11800
 0.00207560016,0.11800
 0.00207600016,0.11800
 0.00207640016,0.11600
 0.00207680016,0.11600
 0.00207720016,0.11600
 0.00207760016,0.11400
 0.00207800016,0.11600
 0.00207840016,0.11600
 0.00207880016,0.11600
 0.00207920016,0.11600
 0.00207960031,0.11800
 0.00208000031,0.11800
 0.00208040031,0.11600
 0.00208080031,0.11600
 0.00208120031,0.11600
 0.00208160031,0.11800
 0.00208200031,0.11800
 0.00208240031,0.11600
 0.00208280031,0.11400
 0.00208320031,0.11600
 0.00208360031,0.11400
 0.00208400031,0.11600
 0.00208440031,0.11600
 0.00208480031,0.11600
 0.00208520031,0.11600
 0.00208560031,0.11800
 0.00208600031,0.11800
 0.00208640031,0.11600
 0.00208680031,0.11600
 0.00208720031,0.11800
 0.00208760031,0.11600
 0.00208800031,0.11800
 0.00208840031,0.11800
 0.00208880031,0.11400
 0.00208920031,0.11600
 0.00208960031,0.11600
 0.00209000016,0.11600
 0.00209040016,0.11600
 0.00209080016,0.11600
 0.00209120016,0.11400
 0.00209160016,0.11600
 0.00209200016,0.11800
 0.00209240016,0.12000
 0.00209280016,0.11800
 0.00209320016,0.11600
 0.00209360016,0.11800
 0.00209400016,0.11600
 0.00209440016,0.11600
 0.00209480016,0.11800
 0.00209520016,0.11600
 0.00209560016,0.11800
 0.00209600016,0.11800
 0.00209640016,0.11600
 0.00209680016,0.11400
 0.00209720016,0.11600
 0.00209760016,0.11600
 0.00209800016,0.11600
 0.00209840016,0.11600
 0.00209880016,0.11600
 0.00209920016,0.11800
 0.00209960016,0.11800
 0.00210000016,0.11800
 0.00210040016,0.11800
 0.00210080016,0.11600
 0.00210120016,0.11600
 0.00210160016,0.11800
 0.00210200016,0.11800
 0.00210240016,0.11800
 0.00210280016,0.11800
 0.00210320016,0.11600
 0.00210360016,0.11600
 0.00210400016,0.11800
 0.00210440016,0.11600
 0.00210480016,0.11800
 0.00210520016,0.11800
 0.00210560016,0.11800
 0.00210600016,0.12000
 0.00210640016,0.11600
 0.00210680016,0.11800
 0.00210720016,0.11800
 0.00210760016,0.11800
 0.00210800016,0.12000
 0.00210840016,0.12000
 0.00210880016,0.11800
 0.00210920016,0.11800
 0.00210960016,0.11800
 0.00211000016,0.11800
 0.00211040031,0.11800
 0.00211080031,0.11400
 0.00211120031,0.11600
 0.00211160031,0.11600
 0.00211200031,0.12000
 0.00211240031,0.11800
 0.00211280031,0.12000
 0.00211320031,0.11800
 0.00211360031,0.12000
 0.00211400031,0.12000
 0.00211440031,0.11800
 0.00211480031,0.11600
 0.00211520031,0.11800
 0.00211560031,0.11800
 0.00211600031,0.11600
 0.00211640031,0.11800
 0.00211680031,0.11600
 0.00211720031,0.11800
 0.00211760031,0.11600
 0.00211800031,0.11800
 0.00211840031,0.11800
 0.00211880031,0.11600
 0.00211920031,0.11800
 0.00211960031,0.11600
 0.00212000000,0.11800
 0.00212040016,0.11800
 0.00212080016,0.11800
 0.00212120016,0.11600
 0.00212160016,0.11600
 0.00212200016,0.11600
 0.00212240016,0.11800
 0.00212280016,0.11800
 0.00212320016,0.11600
 0.00212360016,0.11600
 0.00212400016,0.11600
 0.00212440016,0.11600
 0.00212480016,0.11800
 0.00212520016,0.11800
 0.00212560016,0.11800
 0.00212600016,0.11800
 0.00212640016,0.11800
 0.00212680016,0.11800
 0.00212720016,0.11800
 0.00212760016,0.11800
 0.00212800016,0.11800
 0.00212840016,0.11800
 0.00212880016,0.11800
 0.00212920016,0.11800
 0.00212960016,0.11800
 0.00213000016,0.11800
 0.00213040016,0.11800
 0.00213080016,0.11800
 0.00213120016,0.11800
 0.00213160016,0.11800
 0.00213200016,0.11800
 0.00213240016,0.11800
 0.00213280016,0.12000
 0.00213320016,0.11800
 0.00213360016,0.11800
 0.00213400016,0.11600
 0.00213440016,0.11600
 0.00213480016,0.11600
 0.00213520016,0.11400
 0.00213560016,0.11400
 0.00213600016,0.11600
 0.00213640016,0.11400
 0.00213680016,0.11600
 0.00213720016,0.11600
 0.00213760016,0.11600
 0.00213800016,0.11800
 0.00213840016,0.11800
 0.00213880016,0.11800
 0.00213920016,0.11800
 0.00213960016,0.11800
 0.00214000016,0.11800
 0.00214040016,0.11600
 0.00214080031,0.11800
 0.00214120031,0.11800
 0.00214160031,0.11800
 0.00214200031,0.11600
 0.00214240031,0.11400
 0.00214280031,0.11800
 0.00214320031,0.11800
 0.00214360031,0.11800
 0.00214400031,0.11600
 0.00214440031,0.11800
 0.00214480031,0.11800
 0.00214520031,0.11800
 0.00214560031,0.11800
 0.00214600031,0.11800
 0.00214640031,0.11800
 0.00214680031,0.11800
 0.00214720031,0.11800
 0.00214760031,0.11600
 0.00214800031,0.12000
 0.00214840031,0.11600
 0.00214880031,0.11800
 0.00214920031,0.11800
 0.00214960031,0.11600
 0.00215000000,0.11600
 0.00215040000,0.11800
 0.00215080016,0.11800
 0.00215120016,0.11800
 0.00215160016,0.11800
 0.00215200016,0.11800
 0.00215240016,0.12000
 0.00215280016,0.11800
 0.00215320016,0.11600
 0.00215360016,0.11600
 0.00215400016,0.11600
 0.00215440016,0.11600
 0.00215480016,0.11800
 0.00215520016,0.11800
 0.00215560016,0.11800
 0.00215600016,0.11600
 0.00215640016,0.11600
 0.00215680016,0.11800
 0.00215720016,0.11800
 0.00215760016,0.11800
 0.00215800016,0.11600
 0.00215840016,0.11800
 0.00215880016,0.11800
 0.00215920016,0.11600
 0.00215960016,0.11600
 0.00216000016,0.11400
 0.00216040016,0.11600
 0.00216080016,0.11600
 0.00216120016,0.11600
 0.00216160016,0.11400
 0.00216200016,0.11600
 0.00216240016,0.11800
 0.00216280016,0.11800
 0.00216320016,0.11600
 0.00216360016,0.11600
 0.00216400016,0.11400
 0.00216440016,0.11400
 0.00216480016,0.11400
 0.00216520016,0.11400
 0.00216560016,0.11400
 0.00216600016,0.11400
 0.00216640016,0.11600
 0.00216680016,0.11600
 0.00216720016,0.11800
 0.00216760016,0.11400
 0.00216800016,0.11600
 0.00216840016,0.11400
 0.00216880016,0.11400
 0.00216920016,0.11400
 0.00216960016,0.11600
 0.00217000016,0.11600
 0.00217040016,0.11600
 0.00217080016,0.11600
 0.00217120031,0.11800
 0.00217160031,0.12000
 0.00217200031,0.11800
 0.00217240031,0.11600
 0.00217280031,0.11400
 0.00217320031,0.11600
 0.00217360031,0.11600
 0.00217400031,0.11800
 0.00217440031,0.11800
 0.00217480031,0.11800
 0.00217520031,0.12000
 0.00217560031,0.11800
 0.00217600031,0.11800
 0.00217640031,0.11600
 0.00217680031,0.11800
 0.00217720031,0.12000
 0.00217760031,0.12000
 0.00217800031,0.11800
 0.00217840031,0.12000
 0.00217880031,0.12200
 0.00217920031,0.12000
 0.00217960031,0.12000
 0.00218000000,0.11800
 0.00218040000,0.12000
 0.00218080000,0.11800
 0.00218120000,0.12000
 0.00218160016,0.11600
 0.00218200016,0.11600
 0.00218240016,0.11600
 0.00218280016,0.11800
 0.00218320016,0.11600
 0.00218360016,0.11800
 0.00218400016,0.11800
 0.00218440016,0.11800
 0.00218480016,0.11800
 0.00218520016,0.11800
 0.00218560016,0.11600
 0.00218600016,0.11600
 0.00218640016,0.11600
 0.00218680016,0.11800
 0.00218720016,0.11600
 0.00218760016,0.11800
 0.00218800016,0.11800
 0.00218840016,0.11800
 0.00218880016,0.11800
 0.00218920016,0.11800
 0.00218960016,0.11800
 0.00219000016,0.11800
 0.00219040016,0.11600
 0.00219080016,0.11800
 0.00219120016,0.11800
 0.00219160016,0.11600
 0.00219200016,0.11600
 0.00219240016,0.11600
 0.00219280016,0.11400
 0.00219320016,0.11800
 0.00219360016,0.11600
 0.00219400016,0.11800
 0.00219440016,0.11600
 0.00219480016,0.11600
 0.00219520016,0.11800
 0.00219560016,0.11800
 0.00219600016,0.11600
 0.00219640016,0.11400
 0.00219680016,0.11600
 0.00219720016,0.11800
 0.00219760016,0.11400
 0.00219800016,0.11800
 0.00219840016,0.11800
 0.00219880016,0.11600
 0.00219920016,0.11600
 0.00219960016,0.11600
 0.00220000016,0.11800
 0.00220040016,0.11400
 0.00220080016,0.11600
 0.00220120016,0.11400
 0.00220160016,0.11400
 0.00220200031,0.11600
 0.00220240031,0.11600
 0.00220280031,0.11800
 0.00220320031,0.11600
 0.00220360031,0.11600
 0.00220400031,0.11400
 0.00220440031,0.11400
 0.00220480031,0.11400
 0.00220520031,0.11600
 0.00220560031,0.11800
 0.00220600031,0.11800
 0.00220640031,0.11800
 0.00220680031,0.12000
 0.00220720031,0.11800
 0.00220760031,0.11800
 0.00220800031,0.11800
 0.00220840031,0.11800
 0.00220880031,0.11600
 0.00220920031,0.11600
 0.00220960031,0.11600
 0.00221000000,0.11400
 0.00221040000,0.11600
 0.00221080000,0.11800
 0.00221120000,0.11600
 0.00221160000,0.11600
 0.00221200016,0.11400
 0.00221240016,0.11600
 0.00221280016,0.11400
 0.00221320016,0.11600
 0.00221360016,0.11600
 0.00221400016,0.11600
 0.00221440016,0.11800
 0.00221480016,0.11600
 0.00221520016,0.11800
 0.00221560016,0.11600
 0.00221600016,0.11600
 0.00221640016,0.11600
 0.00221680016,0.11800
 0.00221720016,0.11800
 0.00221760016,0.11800
 0.00221800016,0.12000
 0.00221840016,0.11800
 0.00221880016,0.11800
 0.00221920016,0.11800
 0.00221960016,0.11800
 0.00222000016,0.11600
 0.00222040016,0.11600
 0.00222080016,0.11400
 0.00222120016,0.11600
 0.00222160016,0.11600
 0.00222200016,0.11800
 0.00222240016,0.11800
 0.00222280016,0.11600
 0.00222320016,0.11600
 0.00222360016,0.11800
 0.00222400016,0.11600
 0.00222440016,0.11600
 0.00222480016,0.11800
 0.00222520016,0.11800
 0.00222560016,0.11600
 0.00222600016,0.11600
 0.00222640016,0.11400
 0.00222680016,0.11600
 0.00222720016,0.11600
 0.00222760016,0.11600
 0.00222800016,0.11600
 0.00222840016,0.11600
 0.00222880016,0.11400
 0.00222920016,0.11400
 0.00222960016,0.11600
 0.00223000016,0.11800
 0.00223040016,0.11600
 0.00223080016,0.11600
 0.00223120016,0.11600
 0.00223160016,0.11600
 0.00223200016,0.11600
 0.00223240031,0.11800
 0.00223280031,0.11600
 0.00223320031,0.11800
 0.00223360031,0.11800
 0.00223400031,0.12000
 0.00223440031,0.12000
 0.00223480031,0.11800
 0.00223520031,0.11800
 0.00223560031,0.11800
 0.00223600031,0.11600
 0.00223640031,0.11400
 0.00223680031,0.11400
 0.00223720031,0.11400
 0.00223760031,0.11600
 0.00223800031,0.11600
 0.00223840031,0.11600
 0.00223880031,0.11600
 0.00223920031,0.11200
 0.00223960031,0.11400
 0.00224000000,0.11600
 0.00224040000,0.11600
 0.00224080000,0.11800
 0.00224120000,0.11800
 0.00224160000,0.11800
 0.00224200000,0.11600
 0.00224240000,0.12000
 0.00224280016,0.11400
 0.00224320016,0.11400
 0.00224360016,0.11400
 0.00224400016,0.11600
 0.00224440016,0.11600
 0.00224480016,0.11600
 0.00224520016,0.11400
 0.00224560016,0.11600
 0.00224600016,0.11600
 0.00224640016,0.11400
 0.00224680016,0.11800
 0.00224720016,0.11800
 0.00224760016,0.11800
 0.00224800016,0.11800
 0.00224840016,0.11800
 0.00224880016,0.11800
 0.00224920016,0.11800
 0.00224960016,0.11800
 0.00225000016,0.11600
 0.00225040016,0.11600
 0.00225080016,0.11600
 0.00225120016,0.11600
 0.00225160016,0.11600
 0.00225200016,0.11600
 0.00225240016,0.11600
 0.00225280016,0.11600
 0.00225320016,0.11800
 0.00225360016,0.11800
 0.00225400016,0.12000
 0.00225440016,0.11600
 0.00225480016,0.11800
 0.00225520016,0.11600
 0.00225560016,0.11600
 0.00225600016,0.11800
 0.00225640016,0.11600
 0.00225680016,0.12000
 0.00225720016,0.11800
 0.00225760016,0.11600
 0.00225800016,0.11600
 0.00225840016,0.11600
 0.00225880016,0.11800
 0.00225920016,0.11800
 0.00225960016,0.11600
 0.00226000016,0.11400
 0.00226040016,0.11400
 0.00226080016,0.11600
 0.00226120016,0.11600
 0.00226160016,0.11400
 0.00226200016,0.11600
 0.00226240016,0.11600
 0.00226280016,0.11800
 0.00226320031,0.11800
 0.00226360031,0.11600
 0.00226400031,0.11800
 0.00226440031,0.11600
 0.00226480031,0.11600
 0.00226520031,0.11600
 0.00226560031,0.11600
 0.00226600031,0.11600
 0.00226640031,0.11600
 0.00226680031,0.11800
 0.00226720031,0.11800
 0.00226760031,0.11600
 0.00226800031,0.11600
 0.00226840031,0.11600
 0.00226880031,0.11600
 0.00226920031,0.11600
 0.00226960031,0.11600
 0.00227000000,0.11600
 0.00227040000,0.11400
 0.00227080000,0.11600
 0.00227120000,0.11800
 0.00227160000,0.11600
 0.00227200000,0.11600
 0.00227240000,0.11600
 0.00227280000,0.11800
 0.00227320016,0.11800
 0.00227360016,0.11800
 0.00227400016,0.11800
 0.00227440016,0.11600
 0.00227480016,0.11800
 0.00227520016,0.11800
 0.00227560016,0.11600
 0.00227600016,0.11600
 0.00227640016,0.11800
 0.00227680016,0.11600
 0.00227720016,0.11600
 0.00227760016,0.11600
 0.00227800016,0.11600
 0.00227840016,0.11600
 0.00227880016,0.11600
 0.00227920016,0.11600
 0.00227960016,0.11800
 0.00228000016,0.11800
 0.00228040016,0.11800
 0.00228080016,0.11800
 0.00228120016,0.11600
 0.00228160016,0.11400
 0.00228200016,0.11600
 0.00228240016,0.11400
 0.00228280016,0.11600
 0.00228320016,0.11800
 0.00228360016,0.11600
 0.00228400016,0.11800
 0.00228440016,0.11800
 0.00228480016,0.11800
 0.00228520016,0.11800
 0.00228560016,0.11800
 0.00228600016,0.11600
 0.00228640016,0.11600
 0.00228680016,0.11600
 0.00228720016,0.11600
 0.00228760016,0.11600
 0.00228800016,0.11800
 0.00228840016,0.11800
 0.00228880016,0.11800
 0.00228920016,0.11600
 0.00228960016,0.11600
 0.00229000016,0.11400
 0.00229040016,0.11600
 0.00229080016,0.11600
 0.00229120016,0.11400
 0.00229160016,0.11600
 0.00229200016,0.11600
 0.00229240016,0.11400
 0.00229280016,0.11600
 0.00229320016,0.11800
 0.00229360031,0.11800
 0.00229400031,0.12000
 0.00229440031,0.11800
 0.00229480031,0.11600
 0.00229520031,0.11600
 0.00229560031,0.11600
 0.00229600031,0.11800
 0.00229640031,0.11600
 0.00229680031,0.11600
 0.00229720031,0.11600
 0.00229760031,0.11400
 0.00229800031,0.11400
 0.00229840031,0.11600
 0.00229880031,0.11400
 0.00229920031,0.11400
 0.00229960031,0.11200
 0.00230000000,0.11400
 0.00230040000,0.11400
 0.00230080000,0.11800
 0.00230120000,0.11800
 0.00230160000,0.11800
 0.00230200000,0.12000
 0.00230240000,0.11800
 0.00230280000,0.11800
 0.00230320000,0.11800
 0.00230360016,0.11600
 0.00230400016,0.11600
 0.00230440016,0.11400
 0.00230480016,0.11400
 0.00230520016,0.11600
 0.00230560016,0.11400
 0.00230600016,0.11400
 0.00230640016,0.11600
 0.00230680016,0.11600
 0.00230720016,0.11400
 0.00230760016,0.11600
 0.00230800016,0.11600
 0.00230840016,0.11600
 0.00230880016,0.11600
 0.00230920016,0.11600
 0.00230960016,0.11600
 0.00231000016,0.11600
 0.00231040016,0.11800
 0.00231080016,0.11800
 0.00231120016,0.11600
 0.00231160016,0.11600
 0.00231200016,0.11600
 0.00231240016,0.11400
 0.00231280016,0.11800
 0.00231320016,0.11800
 0.00231360016,0.11600
 0.00231400016,0.11600
 0.00231440016,0.11600
 0.00231480016,0.11600
 0.00231520016,0.11600
 0.00231560016,0.11600
 0.00231600016,0.11600
 0.00231640016,0.11400
 0.00231680016,0.11400
 0.00231720016,0.11400
 0.00231760016,0.11600
 0.00231800016,0.11600
 0.00231840016,0.11600
 0.00231880016,0.11800
 0.00231920016,0.11600
 0.00231960016,0.11400
 0.00232000016,0.11400
 0.00232040016,0.11600
 0.00232080016,0.11600
 0.00232120016,0.11600
 0.00232160016,0.11400
 0.00232200016,0.11400
 0.00232240016,0.11400
 0.00232280016,0.11400
 0.00232320016,0.11400
 0.00232360016,0.11400
 0.00232400016,0.11600
 0.00232440031,0.11600
 0.00232480031,0.11600
 0.00232520031,0.11800
 0.00232560031,0.11800
 0.00232600031,0.11800
 0.00232640031,0.11800
 0.00232680031,0.11600
 0.00232720031,0.11600
 0.00232760031,0.11400
 0.00232800031,0.11400
 0.00232840031,0.11600
 0.00232880031,0.11600
 0.00232920031,0.11600
 0.00232960031,0.11600
 0.00233000000,0.11600
 0.00233040000,0.11600
 0.00233080000,0.11600
 0.00233120000,0.11600
 0.00233160000,0.11800
 0.00233200000,0.11800
 0.00233240000,0.11600
 0.00233280000,0.11800
 0.00233320000,0.11600
 0.00233360000,0.11600
 0.00233400000,0.11600
 0.00233440016,0.11600
 0.00233480016,0.11600
 0.00233520016,0.11600
 0.00233560016,0.11600
 0.00233600016,0.11600
 0.00233640016,0.11400
 0.00233680016,0.11400
 0.00233720016,0.11600
 0.00233760016,0.11600
 0.00233800016,0.11400
 0.00233840016,0.11400
 0.00233880016,0.11600
 0.00233920016,0.11600
 0.00233960016,0.11600
 0.00234000016,0.11800
 0.00234040016,0.11800
 0.00234080016,0.12000
 0.00234120016,0.11800
 0.00234160016,0.11600
 0.00234200016,0.12000
 0.00234240016,0.11600
 0.00234280016,0.11600
 0.00234320016,0.11600
 0.00234360016,0.11600
 0.00234400016,0.11600
 0.00234440016,0.11400
 0.00234480016,0.11600
 0.00234520016,0.11400
 0.00234560016,0.11400
 0.00234600016,0.11600
 0.00234640016,0.11600
 0.00234680016,0.11800
 0.00234720016,0.11800
 0.00234760016,0.11800
 0.00234800016,0.11600
 0.00234840016,0.11800
 0.00234880016,0.11800
 0.00234920016,0.11600
 0.00234960016,0.11600
 0.00235000016,0.11600
 0.00235040016,0.11800
 0.00235080016,0.11600
 0.00235120016,0.11800
 0.00235160016,0.11600
 0.00235200016,0.11800
 0.00235240016,0.11800
 0.00235280016,0.11600
 0.00235320016,0.11800
 0.00235360016,0.11800
 0.00235400016,0.11800
 0.00235440016,0.11800
 0.00235480031,0.11600
 0.00235520031,0.11600
 0.00235560031,0.11600
 0.00235600031,0.11800
 0.00235640031,0.11800
 0.00235680031,0.11800
 0.00235720031,0.11800
 0.00235760031,0.11600
 0.00235800031,0.11400
 0.00235840031,0.11600
 0.00235880031,0.11600
 0.00235920031,0.11600
 0.00235960031,0.11600
 0.00236000000,0.11600
 0.00236040000,0.11600
 0.00236080000,0.11800
 0.00236120000,0.11800
 0.00236160000,0.11800
 0.00236200000,0.12000
 0.00236240000,0.12000
 0.00236280000,0.12000
 0.00236320000,0.11800
 0.00236360000,0.11600
 0.00236400000,0.11800
 0.00236440000,0.11800
 0.00236480016,0.11800
 0.00236520016,0.11600
 0.00236560016,0.11600
 0.00236600016,0.11800
 0.00236640016,0.11800
 0.00236680016,0.11400
 0.00236720016,0.11600
 0.00236760016,0.11400
 0.00236800016,0.11400
 0.00236840016,0.11400
 0.00236880016,0.11600
 0.00236920016,0.11400
 0.00236960016,0.11400
 0.00237000016,0.11400
 0.00237040016,0.11400
 0.00237080016,0.11400
 0.00237120016,0.11400
 0.00237160016,0.11600
 0.00237200016,0.11600
 0.00237240016,0.11400
 0.00237280016,0.11400
 0.00237320016,0.11600
 0.00237360016,0.11400
 0.00237400016,0.11400
 0.00237440016,0.11600
 0.00237480016,0.11400
 0.00237520016,0.11200
 0.00237560016,0.11600
 0.00237600016,0.11400
 0.00237640016,0.11400
 0.00237680016,0.11200
 0.00237720016,0.11400
 0.00237760016,0.11400
 0.00237800016,0.11600
 0.00237840016,0.11400
 0.00237880016,0.11600
 0.00237920016,0.11600
 0.00237960016,0.11600
 0.00238000016,0.11600
 0.00238040016,0.11600
 0.00238080016,0.11600
 0.00238120016,0.11600
 0.00238160016,0.11600
 0.00238200016,0.11600
 0.00238240016,0.11600
 0.00238280016,0.11600
 0.00238320016,0.11400
 0.00238360016,0.11600
 0.00238400016,0.11600
 0.00238440016,0.11600
 0.00238480016,0.11600
 0.00238520016,0.11800
 0.00238560031,0.11800
 0.00238600031,0.11600
 0.00238640031,0.11600
 0.00238680031,0.11600
 0.00238720031,0.11600
 0.00238760031,0.11600
 0.00238800031,0.11600
 0.00238840031,0.11800
 0.00238880031,0.11600
 0.00238920031,0.11600
 0.00238960031,0.11800
 0.00239000031,0.11400
 0.00239040031,0.11400
 0.00239080031,0.11400
 0.00239120031,0.11600
 0.00239160031,0.11600
 0.00239200031,0.11800
 0.00239240031,0.11800
 0.00239280031,0.11800
 0.00239320031,0.11800
 0.00239360031,0.11800
 0.00239400031,0.11800
 0.00239440031,0.11600
